Packet Number,Source MAC,Destination MAC,EtherType,IP Version,Source IP,Destination IP,Header Length (bytes),Total Length (bytes),TTL,Protocol,Checksum,Flags,Fragment Offset,Identification,Source Port,Destination Port,Sequence Number,Acknowledgment Number,TCP Flags,Window Size,Urgent Pointer
498,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,17216.0,DF,0.0,28311.0,54224.0,5000.0,1383401963.0,3740495048.0,A,331.0,0.0
499,a0:36:9f:e0:51:e0,a0:36:9f:db:b7:64,0x800,IPv4,172.16.10.1,172.16.11.1,20.0,52.0,63.0,6.0,26760.0,DF,0.0,16913.0,5000.0,54224.0,3740495048.0,1383371555.0,A,330.0,0.0
500,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,15244.0,DF,0.0,28312.0,54224.0,5000.0,1383403411.0,3740495048.0,A,331.0,0.0
501,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,15852.0,DF,0.0,28313.0,54224.0,5000.0,1383404859.0,3740495048.0,A,331.0,0.0
502,a0:36:9f:e0:51:e0,a0:36:9f:db:b7:64,0x800,IPv4,172.16.10.1,172.16.11.1,20.0,52.0,63.0,6.0,23855.0,DF,0.0,16914.0,5000.0,54224.0,3740495048.0,1383374451.0,A,330.0,0.0
503,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,13881.0,DF,0.0,28314.0,54224.0,5000.0,1383406307.0,3740495048.0,A,331.0,0.0
504,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,11919.0,DF,0.0,28315.0,54224.0,5000.0,1383407755.0,3740495048.0,A,331.0,0.0
505,a0:36:9f:e0:51:e0,a0:36:9f:db:b7:64,0x800,IPv4,172.16.10.1,172.16.11.1,20.0,52.0,63.0,6.0,20900.0,DF,0.0,16915.0,5000.0,54224.0,3740495048.0,1383377347.0,A,330.0,0.0
506,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,9901.0,DF,0.0,28316.0,54224.0,5000.0,1383409203.0,3740495048.0,A,331.0,0.0
507,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,7939.0,DF,0.0,28317.0,54224.0,5000.0,1383410651.0,3740495048.0,A,331.0,0.0
508,a0:36:9f:e0:51:e0,a0:36:9f:db:b7:64,0x800,IPv4,172.16.10.1,172.16.11.1,20.0,52.0,63.0,6.0,19450.0,DF,0.0,16916.0,5000.0,54224.0,3740495048.0,1383378795.0,A,330.0,0.0
509,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,8542.0,DF,0.0,28318.0,54224.0,5000.0,1383412099.0,3740495048.0,A,331.0,0.0
510,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,6580.0,DF,0.0,28319.0,54224.0,5000.0,1383413547.0,3740495048.0,A,331.0,0.0
511,a0:36:9f:e0:51:e0,a0:36:9f:db:b7:64,0x800,IPv4,172.16.10.1,172.16.11.1,20.0,52.0,63.0,6.0,16545.0,DF,0.0,16917.0,5000.0,54224.0,3740495048.0,1383381691.0,A,330.0,0.0
512,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,4608.0,DF,0.0,28320.0,54224.0,5000.0,1383414995.0,3740495048.0,A,331.0,0.0
513,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,2646.0,DF,0.0,28321.0,54224.0,5000.0,1383416443.0,3740495048.0,A,331.0,0.0
514,a0:36:9f:e0:51:e0,a0:36:9f:db:b7:64,0x800,IPv4,172.16.10.1,172.16.11.1,20.0,52.0,63.0,6.0,13639.0,DF,0.0,16918.0,5000.0,54224.0,3740495048.0,1383384587.0,A,330.0,0.0
515,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,675.0,DF,0.0,28322.0,54224.0,5000.0,1383417891.0,3740495048.0,A,331.0,0.0
516,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,1283.0,DF,0.0,28323.0,54224.0,5000.0,1383419339.0,3740495048.0,A,331.0,0.0
517,a0:36:9f:e0:51:e0,a0:36:9f:db:b7:64,0x800,IPv4,172.16.10.1,172.16.11.1,20.0,52.0,63.0,6.0,10706.0,DF,0.0,16919.0,5000.0,54224.0,3740495048.0,1383387483.0,A,330.0,0.0
518,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,64813.0,DF,0.0,28324.0,54224.0,5000.0,1383420787.0,3740495048.0,PA,331.0,0.0
519,a0:36:9f:e0:51:e0,a0:36:9f:db:b7:64,0x800,IPv4,172.16.10.1,172.16.11.1,20.0,52.0,63.0,6.0,7800.0,DF,0.0,16920.0,5000.0,54224.0,3740495048.0,1383390379.0,A,330.0,0.0
520,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,62849.0,DF,0.0,28325.0,54224.0,5000.0,1383422235.0,3740495048.0,A,331.0,0.0
521,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,60887.0,DF,0.0,28326.0,54224.0,5000.0,1383423683.0,3740495048.0,A,331.0,0.0
522,a0:36:9f:e0:51:e0,a0:36:9f:db:b7:64,0x800,IPv4,172.16.10.1,172.16.11.1,20.0,52.0,63.0,6.0,4876.0,DF,0.0,16921.0,5000.0,54224.0,3740495048.0,1383393275.0,A,330.0,0.0
523,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,58897.0,DF,0.0,28327.0,54224.0,5000.0,1383425131.0,3740495048.0,A,331.0,0.0
524,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,59505.0,DF,0.0,28328.0,54224.0,5000.0,1383426579.0,3740495048.0,A,331.0,0.0
525,a0:36:9f:e0:51:e0,a0:36:9f:db:b7:64,0x800,IPv4,172.16.10.1,172.16.11.1,20.0,52.0,63.0,6.0,1970.0,DF,0.0,16922.0,5000.0,54224.0,3740495048.0,1383396171.0,A,330.0,0.0
526,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,57533.0,DF,0.0,28329.0,54224.0,5000.0,1383428027.0,3740495048.0,A,331.0,0.0
527,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,55571.0,DF,0.0,28330.0,54224.0,5000.0,1383429475.0,3740495048.0,A,331.0,0.0
528,a0:36:9f:e0:51:e0,a0:36:9f:db:b7:64,0x800,IPv4,172.16.10.1,172.16.11.1,20.0,52.0,63.0,6.0,64599.0,DF,0.0,16923.0,5000.0,54224.0,3740495048.0,1383399067.0,A,330.0,0.0
529,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,53599.0,DF,0.0,28331.0,54224.0,5000.0,1383430923.0,3740495048.0,A,331.0,0.0
530,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,51637.0,DF,0.0,28332.0,54224.0,5000.0,1383432371.0,3740495048.0,A,331.0,0.0
531,a0:36:9f:e0:51:e0,a0:36:9f:db:b7:64,0x800,IPv4,172.16.10.1,172.16.11.1,20.0,52.0,63.0,6.0,61698.0,DF,0.0,16924.0,5000.0,54224.0,3740495048.0,1383401963.0,A,330.0,0.0
532,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,52236.0,DF,0.0,28333.0,54224.0,5000.0,1383433819.0,3740495048.0,A,331.0,0.0
533,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,50274.0,DF,0.0,28334.0,54224.0,5000.0,1383435267.0,3740495048.0,A,331.0,0.0
534,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,48312.0,DF,0.0,28335.0,54224.0,5000.0,1383436715.0,3740495048.0,A,331.0,0.0
535,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,46350.0,DF,0.0,28336.0,54224.0,5000.0,1383438163.0,3740495048.0,A,331.0,0.0
536,a0:36:9f:e0:51:e0,a0:36:9f:db:b7:64,0x800,IPv4,172.16.10.1,172.16.11.1,20.0,52.0,63.0,6.0,58792.0,DF,0.0,16925.0,5000.0,54224.0,3740495048.0,1383404859.0,A,330.0,0.0
537,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,44378.0,DF,0.0,28337.0,54224.0,5000.0,1383439611.0,3740495048.0,A,331.0,0.0
538,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,44986.0,DF,0.0,28338.0,54224.0,5000.0,1383441059.0,3740495048.0,A,331.0,0.0
539,a0:36:9f:e0:51:e0,a0:36:9f:db:b7:64,0x800,IPv4,172.16.10.1,172.16.11.1,20.0,52.0,63.0,6.0,55887.0,DF,0.0,16926.0,5000.0,54224.0,3740495048.0,1383407755.0,A,330.0,0.0
540,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,43015.0,DF,0.0,28339.0,54224.0,5000.0,1383442507.0,3740495048.0,A,331.0,0.0
541,a0:36:9f:e0:51:e0,a0:36:9f:db:b7:64,0x800,IPv4,172.16.10.1,172.16.11.1,20.0,52.0,63.0,6.0,51511.0,DF,0.0,16927.0,5000.0,54224.0,3740495048.0,1383412099.0,A,330.0,0.0
542,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,40997.0,DF,0.0,28340.0,54224.0,5000.0,1383443955.0,3740495048.0,A,331.0,0.0
543,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,39035.0,DF,0.0,28341.0,54224.0,5000.0,1383445403.0,3740495048.0,A,331.0,0.0
544,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,37073.0,DF,0.0,28342.0,54224.0,5000.0,1383446851.0,3740495048.0,A,331.0,0.0
545,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,37681.0,DF,0.0,28343.0,54224.0,5000.0,1383448299.0,3740495048.0,A,331.0,0.0
546,a0:36:9f:e0:51:e0,a0:36:9f:db:b7:64,0x800,IPv4,172.16.10.1,172.16.11.1,20.0,52.0,63.0,6.0,48579.0,DF,0.0,16928.0,5000.0,54224.0,3740495048.0,1383414995.0,A,330.0,0.0
547,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,35709.0,DF,0.0,28344.0,54224.0,5000.0,1383449747.0,3740495048.0,A,331.0,0.0
548,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,33747.0,DF,0.0,28345.0,54224.0,5000.0,1383451195.0,3740495048.0,A,331.0,0.0
549,a0:36:9f:e0:51:e0,a0:36:9f:db:b7:64,0x800,IPv4,172.16.10.1,172.16.11.1,20.0,52.0,63.0,6.0,45673.0,DF,0.0,16929.0,5000.0,54224.0,3740495048.0,1383417891.0,A,330.0,0.0
550,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,31775.0,DF,0.0,28346.0,54224.0,5000.0,1383452643.0,3740495048.0,A,331.0,0.0
551,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,29813.0,DF,0.0,28347.0,54224.0,5000.0,1383454091.0,3740495048.0,A,331.0,0.0
552,a0:36:9f:e0:51:e0,a0:36:9f:db:b7:64,0x800,IPv4,172.16.10.1,172.16.11.1,20.0,52.0,63.0,6.0,42768.0,DF,0.0,16930.0,5000.0,54224.0,3740495048.0,1383420787.0,A,330.0,0.0
553,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,30412.0,DF,0.0,28348.0,54224.0,5000.0,1383455539.0,3740495048.0,A,331.0,0.0
554,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,28450.0,DF,0.0,28349.0,54224.0,5000.0,1383456987.0,3740495048.0,A,331.0,0.0
555,a0:36:9f:e0:51:e0,a0:36:9f:db:b7:64,0x800,IPv4,172.16.10.1,172.16.11.1,20.0,52.0,63.0,6.0,41287.0,DF,0.0,16931.0,5000.0,54224.0,3740495048.0,1383422235.0,A,330.0,0.0
556,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,26457.0,DF,0.0,28350.0,54224.0,5000.0,1383458435.0,3740495048.0,A,331.0,0.0
557,a0:36:9f:e0:51:e0,a0:36:9f:db:b7:64,0x800,IPv4,172.16.10.1,172.16.11.1,20.0,52.0,63.0,6.0,38381.0,DF,0.0,16932.0,5000.0,54224.0,3740495048.0,1383425131.0,A,330.0,0.0
558,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,24486.0,DF,0.0,28351.0,54224.0,5000.0,1383459883.0,3740495048.0,A,331.0,0.0
559,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,22524.0,DF,0.0,28352.0,54224.0,5000.0,1383461331.0,3740495048.0,A,331.0,0.0
560,a0:36:9f:e0:51:e0,a0:36:9f:db:b7:64,0x800,IPv4,172.16.10.1,172.16.11.1,20.0,52.0,63.0,6.0,35457.0,DF,0.0,16933.0,5000.0,54224.0,3740495048.0,1383428027.0,A,330.0,0.0
561,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,23103.0,DF,0.0,28353.0,54224.0,5000.0,1383462779.0,3740495048.0,A,331.0,0.0
562,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,21133.0,DF,0.0,28354.0,54224.0,5000.0,1383464227.0,3740495048.0,PA,331.0,0.0
563,a0:36:9f:e0:51:e0,a0:36:9f:db:b7:64,0x800,IPv4,172.16.10.1,172.16.11.1,20.0,52.0,63.0,6.0,32551.0,DF,0.0,16934.0,5000.0,54224.0,3740495048.0,1383430923.0,A,330.0,0.0
564,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,19170.0,DF,0.0,28355.0,54224.0,5000.0,1383465675.0,3740495048.0,A,331.0,0.0
565,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,17208.0,DF,0.0,28356.0,54224.0,5000.0,1383467123.0,3740495048.0,A,331.0,0.0
566,a0:36:9f:e0:51:e0,a0:36:9f:db:b7:64,0x800,IPv4,172.16.10.1,172.16.11.1,20.0,52.0,63.0,6.0,29645.0,DF,0.0,16935.0,5000.0,54224.0,3740495048.0,1383433819.0,A,330.0,0.0
567,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,15236.0,DF,0.0,28357.0,54224.0,5000.0,1383468571.0,3740495048.0,A,331.0,0.0
568,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,15844.0,DF,0.0,28358.0,54224.0,5000.0,1383470019.0,3740495048.0,A,331.0,0.0
569,a0:36:9f:e0:51:e0,a0:36:9f:db:b7:64,0x800,IPv4,172.16.10.1,172.16.11.1,20.0,52.0,63.0,6.0,26741.0,DF,0.0,16936.0,5000.0,54224.0,3740495048.0,1383436715.0,A,330.0,0.0
570,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,13873.0,DF,0.0,28359.0,54224.0,5000.0,1383471467.0,3740495048.0,A,331.0,0.0
571,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,11911.0,DF,0.0,28360.0,54224.0,5000.0,1383472915.0,3740495048.0,A,331.0,0.0
572,a0:36:9f:e0:51:e0,a0:36:9f:db:b7:64,0x800,IPv4,172.16.10.1,172.16.11.1,20.0,52.0,63.0,6.0,23840.0,DF,0.0,16937.0,5000.0,54224.0,3740495048.0,1383439611.0,A,330.0,0.0
573,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,9939.0,DF,0.0,28361.0,54224.0,5000.0,1383474363.0,3740495048.0,A,331.0,0.0
574,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,7977.0,DF,0.0,28362.0,54224.0,5000.0,1383475811.0,3740495048.0,A,331.0,0.0
575,a0:36:9f:e0:51:e0,a0:36:9f:db:b7:64,0x800,IPv4,172.16.10.1,172.16.11.1,20.0,52.0,63.0,6.0,20934.0,DF,0.0,16938.0,5000.0,54224.0,3740495048.0,1383442507.0,A,330.0,0.0
576,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,8575.0,DF,0.0,28363.0,54224.0,5000.0,1383477259.0,3740495048.0,A,331.0,0.0
577,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,6613.0,DF,0.0,28364.0,54224.0,5000.0,1383478707.0,3740495048.0,A,331.0,0.0
578,a0:36:9f:e0:51:e0,a0:36:9f:db:b7:64,0x800,IPv4,172.16.10.1,172.16.11.1,20.0,52.0,63.0,6.0,16562.0,DF,0.0,16939.0,5000.0,54224.0,3740495048.0,1383446851.0,A,325.0,0.0
579,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,4595.0,DF,0.0,28365.0,54224.0,5000.0,1383480155.0,3740495048.0,A,331.0,0.0
580,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,2633.0,DF,0.0,28366.0,54224.0,5000.0,1383481603.0,3740495048.0,A,331.0,0.0
581,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,671.0,DF,0.0,28367.0,54224.0,5000.0,1383483051.0,3740495048.0,A,331.0,0.0
582,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,1279.0,DF,0.0,28368.0,54224.0,5000.0,1383484499.0,3740495048.0,A,331.0,0.0
583,a0:36:9f:e0:51:e0,a0:36:9f:db:b7:64,0x800,IPv4,172.16.10.1,172.16.11.1,20.0,52.0,63.0,6.0,13628.0,DF,0.0,16940.0,5000.0,54224.0,3740495048.0,1383449747.0,A,330.0,0.0
584,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,64835.0,DF,0.0,28369.0,54224.0,5000.0,1383485947.0,3740495048.0,PA,331.0,0.0
585,a0:36:9f:e0:51:e0,a0:36:9f:db:b7:64,0x800,IPv4,172.16.10.1,172.16.11.1,20.0,52.0,63.0,6.0,10722.0,DF,0.0,16941.0,5000.0,54224.0,3740495048.0,1383452643.0,A,330.0,0.0
586,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,62871.0,DF,0.0,28370.0,54224.0,5000.0,1383487395.0,3740495048.0,A,331.0,0.0
587,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,60909.0,DF,0.0,28371.0,54224.0,5000.0,1383488843.0,3740495048.0,A,331.0,0.0
588,a0:36:9f:e0:51:e0,a0:36:9f:db:b7:64,0x800,IPv4,172.16.10.1,172.16.11.1,20.0,52.0,63.0,6.0,7817.0,DF,0.0,16942.0,5000.0,54224.0,3740495048.0,1383455539.0,A,330.0,0.0
589,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,58938.0,DF,0.0,28372.0,54224.0,5000.0,1383490291.0,3740495048.0,A,331.0,0.0
590,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,59546.0,DF,0.0,28373.0,54224.0,5000.0,1383491739.0,3740495048.0,A,331.0,0.0
591,a0:36:9f:e0:51:e0,a0:36:9f:db:b7:64,0x800,IPv4,172.16.10.1,172.16.11.1,20.0,52.0,63.0,6.0,4912.0,DF,0.0,16943.0,5000.0,54224.0,3740495048.0,1383458435.0,A,330.0,0.0
592,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,57574.0,DF,0.0,28374.0,54224.0,5000.0,1383493187.0,3740495048.0,A,331.0,0.0
593,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,55612.0,DF,0.0,28375.0,54224.0,5000.0,1383494635.0,3740495048.0,A,331.0,0.0
594,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,53650.0,DF,0.0,28376.0,54224.0,5000.0,1383496083.0,3740495048.0,A,331.0,0.0
595,a0:36:9f:e0:51:e0,a0:36:9f:db:b7:64,0x800,IPv4,172.16.10.1,172.16.11.1,20.0,52.0,63.0,6.0,537.0,DF,0.0,16944.0,5000.0,54224.0,3740495048.0,1383462779.0,A,330.0,0.0
596,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,51658.0,DF,0.0,28377.0,54224.0,5000.0,1383497531.0,3740495048.0,A,331.0,0.0
597,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,52266.0,DF,0.0,28378.0,54224.0,5000.0,1383498979.0,3740495048.0,A,331.0,0.0
598,a0:36:9f:e0:51:e0,a0:36:9f:db:b7:64,0x800,IPv4,172.16.10.1,172.16.11.1,20.0,52.0,63.0,6.0,63142.0,DF,0.0,16945.0,5000.0,54224.0,3740495048.0,1383465675.0,A,330.0,0.0
599,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,50275.0,DF,0.0,28379.0,54224.0,5000.0,1383500427.0,3740495048.0,A,331.0,0.0
600,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,48313.0,DF,0.0,28380.0,54224.0,5000.0,1383501875.0,3740495048.0,A,331.0,0.0
601,a0:36:9f:e0:51:e0,a0:36:9f:db:b7:64,0x800,IPv4,172.16.10.1,172.16.11.1,20.0,52.0,63.0,6.0,60238.0,DF,0.0,16946.0,5000.0,54224.0,3740495048.0,1383468571.0,A,330.0,0.0
602,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,46342.0,DF,0.0,28381.0,54224.0,5000.0,1383503323.0,3740495048.0,A,331.0,0.0
603,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,44380.0,DF,0.0,28382.0,54224.0,5000.0,1383504771.0,3740495048.0,A,331.0,0.0
604,a0:36:9f:e0:51:e0,a0:36:9f:db:b7:64,0x800,IPv4,172.16.10.1,172.16.11.1,20.0,52.0,63.0,6.0,57332.0,DF,0.0,16947.0,5000.0,54224.0,3740495048.0,1383471467.0,A,330.0,0.0
605,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,44978.0,DF,0.0,28383.0,54224.0,5000.0,1383506219.0,3740495048.0,A,331.0,0.0
606,a0:36:9f:db:b7:64,a0:36:9f:e0:51:e0,0x800,IPv4,172.16.11.1,172.16.10.1,20.0,1500.0,64.0,6.0,43016.0,DF,0.0,28384.0,54224.0,5000.0,1383507667.0,3740495048.0,A,331.0,0.0
607,a0:36:9f:e0:51:e0,a0:36:9f:db:b7:64,0x800,IPv4,172.16.10.1,172.16.11.1,20.0,52.0,63.0,6.0,54426.0,DF,0.0,16948.0,5000.0,54224.0,3740495048.0,1383474363.0,A,330.0,0.0
