Packet Number,Source IP,Destination IP,Source Port,Destination Port,Flow Label,Traffic Class,Next Header,Packet Length
98850,2001:5696:6200:f::a6,2001:3c00:5846:bd74:f381:68ff:8990:3b19,-,-,0,0,58,48+64
98872,2001:3c00:5846:bd74:f381:68ff:8990:3b19,2001:5696:6200:f::a6,-,-,0,0,58,48+64
98937,2001:3269:3d:0:8883::ed2e,2001:38af:277::f919,-,-,0,0,58,44+111
99141,2001:3ca7:7a:e90a:1b22:a2ff:7c68:fc80,2001:390a:51b2:1f1e::16,53,57032,0,0,17,60+104
99143,2001:3ca7:7a:e90a:1b22:a2ff:7c68:fc80,2001:390a:51b2:1f1e::16,53,57032,0,0,17,60+104
99274,2001:3c14:59c6:b02::8500,2001:3c00:5e2a:b4::db,53,47823,0,0,17,60+152
99396,2001:3951:7400:ead3::e5,2001:3c00:5846:1a2a::f00:d488,32782,6667,0,0,6,72+32
99413,2001:28d3:ff92::91,2001:3c00:5846:1a2a::f00:d488,33012,6667,0,0,6,72+32
99436,2001:3c14:59c6:b02::8500,2001:3c00:5e2a:b4::db,53,47823,0,0,17,60+152
99540,2001:3c14:59c6:b02::8500,2001:3c00:5e2a:b4::db,53,47823,0,0,17,60+152
99582,2001:3269:3d:0:8883::ed2e,2001:54e5:0:8f0f::d0,-,-,0,0,58,44+109
99858,2001:3c14:59c6:b02::8500,2001:3c00:5e2a:b4::db,53,47823,0,0,17,60+442
