Packet Number,Source IP,Destination IP,Source Port,Destination Port,IHL(byte),DSCP,ECN,Protocol,Packet Length,UDP_Length
67606,163.137.38.107,193.20.180.152,53,53,20,0,0,17,72,52
67624,208.27.34.175,193.20.182.96,22648,53,20,0,0,17,73,53
67625,92.96.6.200,193.20.180.152,32768,53,20,0,0,17,73,53
67630,94.237.224.9,193.20.182.96,32676,53,20,0,0,17,72,52
67655,222.151.83.46,193.20.182.96,23854,53,20,0,0,17,72,52
67662,192.132.74.207,192.114.231.20,45940,53,20,0,0,17,48,28
67670,200.190.6.200,193.188.201.171,47178,53,20,0,0,17,77,57
67677,222.154.225.103,193.188.202.104,59654,53,20,0,0,17,88,68
67689,182.56.96.78,44.169.128.154,3690,49871,20,0,0,17,60,40
67694,145.120.205.243,48.114.181.5,9327,33047,20,0,0,17,54,34
67701,182.56.96.78,44.169.128.154,3690,49871,20,0,0,17,106,86
67738,198.53.192.6,193.20.182.96,15561,53,20,0,0,17,72,52
67755,35.47.115.222,193.20.180.152,16384,53,20,0,0,17,57,37
67780,192.165.10.43,193.20.180.152,32780,53,20,0,0,17,62,42
67793,149.198.150.69,46.210.201.9,53,33701,20,0,0,17,246,226
67798,49.185.46.34,193.20.182.96,36495,53,20,0,0,17,71,51
67804,206.211.12.165,193.20.180.152,32940,53,20,0,0,17,62,42
67805,149.198.150.69,46.210.201.9,53,33701,20,0,0,17,267,247
67809,44.112.114.173,193.20.180.152,16384,53,20,0,0,17,55,35
67816,182.56.96.78,44.169.128.154,3690,49871,20,0,0,17,1158,1138
67831,182.56.96.78,44.169.128.154,3690,49871,20,0,0,17,1158,1138
67854,182.56.96.78,44.169.128.154,3690,49871,20,0,0,17,1158,1138
67866,214.205.80.108,193.20.182.96,57971,53,20,0,0,17,72,52
67871,182.56.96.78,44.169.128.154,3690,49871,20,0,0,17,60,40
67872,182.56.96.78,44.169.128.154,3690,49871,20,0,0,17,1159,1139
67893,182.56.96.78,44.169.128.154,3690,49871,20,0,0,17,1158,1138
67897,45.176.228.223,193.20.182.105,32768,53,20,0,0,17,84,64
67901,152.223.152.232,201.196.236.249,32819,53,20,0,0,17,59,39
67909,182.56.96.78,44.169.128.154,3690,49871,20,0,0,17,1158,1138
67914,196.37.168.179,193.20.180.152,32910,53,20,0,0,17,60,40
67918,215.121.172.26,201.196.236.252,16539,53,20,0,0,17,73,53
67922,182.56.96.78,44.169.128.154,3690,49871,20,0,0,17,1158,1138
67923,193.20.177.176,10.1.40.91,53,62393,20,0,0,17,523,503
67926,201.196.236.249,152.223.152.232,53,32819,20,0,0,17,105,85
67932,182.56.96.78,44.169.128.154,3690,49871,20,0,0,17,60,40
67934,182.56.96.78,44.169.128.154,3690,49871,20,0,0,17,1159,1139
67948,55.16.149.71,193.20.182.105,1025,53,20,0,0,17,84,64
67950,52.160.113.12,193.20.182.96,53,53,20,0,0,17,118,98
67953,150.4.85.128,164.66.46.64,3884,53,20,0,0,17,56,36
67955,150.4.85.128,164.66.46.64,3884,53,20,0,0,17,56,36
67958,182.56.101.174,213.107.61.90,1036,16478,20,0,0,17,64,44
67990,94.57.9.172,201.196.236.249,38607,53,20,0,0,17,57,37
68011,164.66.46.64,150.4.85.128,53,3884,20,0,0,17,254,234
68020,164.66.46.64,150.4.85.128,53,3884,20,0,0,17,254,234
68028,201.196.236.249,94.57.9.172,53,38607,20,0,0,17,200,180
68059,161.33.114.43,201.49.104.36,53600,53,20,0,0,17,83,63
68060,193.97.214.96,193.20.180.152,34421,53,20,0,0,17,63,43
68085,193.97.214.96,193.20.180.152,34421,53,20,0,0,17,73,53
68139,222.151.83.46,193.20.182.105,10666,53,20,0,0,17,72,52
68183,193.98.245.112,193.20.180.152,65101,53,20,0,0,17,68,48
68199,202.145.208.142,201.196.236.249,55343,53,20,0,0,17,73,53
68218,201.196.236.249,202.145.208.142,53,55343,20,0,0,17,280,260
68232,201.46.107.27,192.114.237.128,53,37044,20,0,0,17,108,88
68233,152.223.152.180,201.196.236.249,32818,53,20,0,0,17,54,34
68245,164.66.46.64,212.96.232.94,53,51601,20,0,0,17,154,134
68255,164.93.21.147,92.11.240.231,55600,53,20,0,0,17,70,50
68261,201.196.236.249,152.223.152.180,53,32818,20,0,0,17,173,153
68282,94.178.182.203,193.20.182.96,1039,53,20,0,0,17,74,54
68292,199.98.134.200,193.20.180.152,37892,53,20,0,0,17,65,45
68294,164.66.234.207,201.56.77.235,61609,53,20,0,0,17,62,42
68299,46.72.1.193,193.20.182.105,43492,53,20,0,0,17,73,53
68310,164.66.234.207,201.56.77.235,61609,53,20,0,0,17,62,42
68315,200.24.48.155,193.188.238.38,53,1025,20,0,0,17,464,444
68325,164.66.234.207,44.33.28.220,61609,53,20,0,0,17,69,49
68329,48.77.200.39,192.114.235.36,34635,53,20,0,0,17,72,52
68336,35.8.161.123,193.20.180.152,32772,53,20,0,0,17,66,46
68341,164.66.234.207,44.33.28.220,61609,53,20,0,0,17,69,49
68352,164.66.234.207,44.33.28.220,61609,53,20,0,0,17,69,49
68359,164.66.234.207,201.56.77.235,61609,53,20,0,0,17,62,42
68363,192.114.235.36,48.77.200.39,53,34635,20,0,0,17,132,112
68367,193.20.177.176,10.132.8.253,53,1116,20,0,0,17,521,501
68381,164.66.234.207,201.56.77.235,61609,53,20,0,0,17,62,42
68391,201.49.104.22,161.32.45.181,53,52663,20,0,0,17,150,130
68393,35.47.107.7,193.20.182.105,30208,53,20,0,0,17,72,52
68398,201.40.11.20,213.84.132.101,53,55497,20,0,0,17,221,201
68404,164.66.234.207,201.56.77.235,61609,53,20,0,0,17,62,42
68421,164.66.234.207,44.33.28.220,61609,53,20,0,0,17,69,49
68431,182.56.97.34,192.104.212.114,6970,16068,20,0,0,17,70,50
68435,164.66.234.207,201.56.77.235,61609,53,20,0,0,17,62,42
68438,193.98.240.150,193.20.180.152,32827,53,20,0,0,17,60,40
68449,201.49.104.22,161.32.45.181,53,52663,20,0,0,17,134,114
68453,164.93.138.63,193.204.132.234,8099,8099,20,0,0,17,80,60
68454,193.192.152.104,193.20.182.96,45471,53,20,0,0,17,67,47
68459,203.145.71.10,193.20.182.105,53,53,20,0,0,17,84,64
68461,182.56.101.174,213.107.61.90,1036,16478,20,0,0,17,64,44
68484,44.213.107.35,193.20.182.105,32769,53,20,0,0,17,83,63
68524,193.188.201.161,218.214.173.20,11755,11506,20,0,0,17,339,319
68539,161.33.138.250,218.222.215.152,3076,32869,20,0,0,17,89,69
68542,161.33.138.250,218.222.215.152,3076,32869,20,0,0,17,1049,1029
68545,161.33.138.250,92.112.155.91,3076,10875,20,0,0,17,1081,1061
68549,161.33.138.250,92.32.93.229,3076,35584,20,0,0,17,1049,1029
68552,161.33.138.250,216.54.24.199,3076,2454,20,0,0,17,1081,1061
68569,40.160.249.81,164.88.210.113,49425,51736,20,0,0,17,101,81
68576,48.5.106.112,145.120.96.206,13424,2549,20,0,0,17,46,26
68588,202.166.51.210,145.120.188.51,8367,57195,20,0,0,17,1028,1008
68590,192.114.237.128,196.88.38.215,53,1025,20,0,0,17,162,142
68610,201.56.77.235,192.114.237.128,53,37044,20,0,0,17,126,106
68626,163.245.176.240,193.20.180.152,34923,53,20,0,0,17,65,45
68627,163.245.176.240,193.20.180.152,34923,53,20,0,0,17,65,45
68629,163.245.176.240,193.20.180.152,34923,53,20,0,0,17,65,45
68630,192.114.237.128,204.90.46.61,37044,53,20,0,0,17,67,47
68631,163.245.176.240,193.20.180.152,34923,53,20,0,0,17,65,45
68633,197.104.72.184,193.20.180.152,20654,53,20,0,0,17,51,31
68638,92.11.205.81,201.41.96.72,23888,53,20,0,0,17,57,37
68639,69.95.85.234,193.20.182.105,1116,53,20,0,0,17,81,61
68644,222.20.159.197,192.114.237.128,53,37044,20,0,0,17,417,397
68648,209.19.254.208,193.20.182.96,3126,53,20,0,0,17,73,53
68654,201.49.104.22,161.32.45.181,53,52663,20,0,0,17,150,130
68657,202.166.51.210,145.120.188.51,8367,57195,20,0,0,17,1028,1008
68658,192.114.237.128,95.46.238.182,53,2388,20,0,0,17,358,338
68678,221.85.22.27,193.20.180.152,38581,53,20,0,0,17,66,46
68697,35.48.103.195,201.196.236.249,32782,53,20,0,0,17,65,45
68716,43.34.190.6,161.32.86.120,53,49152,20,0,0,17,120,100
68718,201.196.236.249,35.48.103.195,53,32782,20,0,0,17,127,107
68739,145.120.96.206,48.5.106.112,2549,13424,20,0,0,17,54,34
68741,192.114.237.128,201.22.183.46,37044,53,20,0,0,17,53,33
68768,200.212.29.160,193.20.182.96,32768,53,20,0,0,17,73,53
68779,149.198.195.164,214.4.3.215,3002,53,20,0,0,17,102,82
68781,160.72.63.191,217.64.164.191,123,123,20,0,0,17,76,56
68783,222.210.208.116,192.114.237.128,53,37044,20,0,0,17,343,323
68796,152.238.223.199,193.20.180.152,32773,53,20,0,0,17,73,53
68802,192.114.237.128,95.46.238.182,53,4483,20,0,0,17,268,248
68803,161.32.86.120,214.23.165.93,49152,53,20,0,0,17,85,65
68835,49.185.46.34,193.20.182.96,31918,53,20,0,0,17,69,49
68841,197.194.154.164,193.20.182.96,53269,53,20,0,0,17,84,64
68854,192.181.72.93,164.66.89.93,123,32805,20,0,0,17,76,56
68865,46.148.100.242,192.114.234.19,53,65534,20,0,0,17,103,83
68874,193.216.198.170,193.188.202.84,53,3805,20,0,0,17,139,119
68875,163.192.163.184,193.20.182.105,1040,53,20,0,0,17,83,63
68878,193.216.198.170,193.188.202.84,53,3805,20,0,0,17,139,119
68879,193.216.198.170,193.188.202.84,53,3805,20,0,0,17,139,119
68880,193.216.198.170,193.188.202.84,53,3805,20,0,0,17,139,119
68884,164.66.89.93,192.181.72.93,32805,123,20,0,0,17,76,56
68887,198.53.192.28,193.20.180.152,41903,53,20,0,0,17,72,52
68890,46.181.145.211,193.20.182.96,21761,53,20,0,0,17,74,54
68897,182.56.101.174,213.107.61.90,1036,16478,20,0,0,17,64,44
68904,192.114.234.19,46.148.100.242,65534,53,20,0,0,17,70,50
68926,164.66.46.120,46.226.233.101,35139,24441,20,0,0,17,193,173
68928,94.203.6.79,164.66.89.93,123,32805,20,0,0,17,76,56
68941,208.70.31.155,145.120.109.4,30440,6970,20,0,0,17,390,370
68955,164.66.89.93,94.203.6.79,32805,123,20,0,0,17,76,56
68978,35.47.34.28,193.20.180.152,33065,53,20,0,0,17,74,54
68980,192.7.16.117,193.20.180.152,37163,53,20,0,0,17,59,39
68982,194.109.143.186,193.188.201.171,33011,53,20,0,0,17,88,68
68988,193.188.202.84,193.45.70.102,3805,53,20,0,0,17,75,55
68991,193.188.202.84,193.45.70.102,3805,53,20,0,0,17,75,55
68995,193.188.202.84,193.45.70.102,3805,53,20,0,0,17,75,55
68999,193.188.202.84,193.45.70.102,3805,53,20,0,0,17,75,55
69001,221.105.138.29,193.20.180.152,46154,53,20,0,0,17,75,55
69008,200.209.187.9,192.114.234.19,53,65534,20,0,0,17,138,118
69038,193.97.214.96,193.20.180.152,34421,53,20,0,0,17,69,49
69046,49.185.86.224,193.20.182.96,47703,53,20,0,0,17,73,53
69059,164.216.65.178,222.76.130.251,51645,53,20,0,0,17,73,53
69065,35.8.160.167,201.196.236.249,32768,53,20,0,0,17,66,46
69108,44.99.194.214,193.20.182.105,32769,53,20,0,0,17,81,61
69115,95.35.149.94,193.188.202.41,53,51826,20,0,0,17,125,105
69137,192.209.244.152,193.20.182.96,29239,53,20,0,0,17,72,52
69147,201.196.236.249,89.81.12.137,53,53,20,0,0,17,100,80
69153,208.27.40.93,193.20.182.105,13743,53,20,0,0,17,72,52
69195,35.47.107.7,193.20.182.105,61391,53,20,0,0,17,73,53
69196,164.66.234.207,44.216.31.13,61609,53,20,0,0,17,68,48
69210,193.97.214.96,193.20.180.152,34421,53,20,0,0,17,73,53
69225,205.221.137.196,164.66.89.92,123,32872,20,0,0,17,76,56
69248,198.4.216.16,193.20.182.105,33387,53,20,0,0,17,83,63
69256,221.85.145.174,193.20.180.152,32772,53,20,0,0,17,57,37
69272,95.5.179.125,193.20.180.152,37129,53,20,0,0,17,64,44
69273,95.5.179.125,193.20.180.152,37129,53,20,0,0,17,64,44
69274,95.5.179.125,193.20.180.152,37129,53,20,0,0,17,64,44
69276,44.213.107.35,193.20.182.105,32769,53,20,0,0,17,84,64
69277,95.5.179.125,193.20.180.152,37129,53,20,0,0,17,64,44
69278,95.5.179.125,193.20.180.152,37129,53,20,0,0,17,64,44
69279,95.5.179.125,193.20.180.152,37129,53,20,0,0,17,64,44
69281,95.5.179.125,193.20.180.152,37129,53,20,0,0,17,64,44
69282,95.5.179.125,193.20.180.152,37129,53,20,0,0,17,64,44
69283,95.5.179.125,193.20.180.152,37129,53,20,0,0,17,64,44
69284,95.5.179.125,193.20.180.152,37129,53,20,0,0,17,64,44
69305,222.151.83.46,193.20.182.96,4233,53,20,0,0,17,65,45
69306,193.108.40.202,193.20.180.152,32771,53,20,0,0,17,67,47
69307,193.108.40.202,193.20.180.152,32771,53,20,0,0,17,67,47
69310,182.56.101.174,213.107.61.90,1036,16478,20,0,0,17,64,44
69335,44.108.144.15,193.20.182.105,3267,53,20,0,0,17,74,54
69344,217.181.253.177,193.20.180.152,53,53,20,0,0,17,62,42
69350,209.19.254.208,193.20.182.96,52298,53,20,0,0,17,71,51
69353,49.185.46.37,193.20.182.105,20999,53,20,0,0,17,70,50
69370,198.53.192.25,193.20.182.96,17794,53,20,0,0,17,73,53
69390,145.120.130.76,192.22.208.63,32794,53,20,0,0,17,76,56
69392,161.33.138.250,54.8.125.40,3076,32768,20,0,0,17,329,309
69393,161.33.138.250,54.8.125.40,3076,32768,20,0,0,17,89,69
69394,161.33.138.250,54.8.125.40,3076,32768,20,0,0,17,777,757
69407,208.27.40.253,193.20.182.96,38773,53,20,0,0,17,72,52
69439,193.107.19.93,193.20.180.152,32768,53,20,0,0,17,74,54
69444,164.93.26.20,43.64.150.117,32769,53,20,0,0,17,71,51
69446,164.93.26.20,43.64.150.114,32769,53,20,0,0,17,71,51
69448,164.93.26.20,43.64.150.117,32769,53,20,0,0,17,71,51
69451,208.236.1.2,193.20.182.96,1377,53,20,0,0,17,58,38
69453,53.76.156.98,193.20.182.105,1725,53,20,0,0,17,70,50
69460,164.66.92.163,44.210.211.5,32919,123,20,0,0,17,76,56
69476,44.208.14.98,193.20.182.105,9542,53,20,0,0,17,70,50
69480,193.20.177.176,172.16.254.170,53,10781,20,0,0,17,139,119
69481,152.238.223.226,193.20.180.152,32776,53,20,0,0,17,68,48
69483,152.238.223.226,193.20.180.152,32776,53,20,0,0,17,66,46
69501,198.182.189.59,182.77.165.226,1716,1434,20,0,0,17,404,384
69511,201.49.104.22,161.32.145.113,53,54873,20,0,0,17,169,149
69513,222.229.216.20,193.20.182.96,32769,53,20,0,0,17,75,55
69515,222.229.216.20,193.20.182.96,32769,53,20,0,0,17,75,55
69516,164.66.92.163,208.32.167.10,32919,123,20,0,0,17,76,56
69539,49.0.73.208,201.196.236.249,42346,53,20,0,0,17,63,43
69573,201.196.236.249,49.0.73.208,53,42346,20,0,0,17,163,143
69588,161.32.145.113,197.26.100.239,54873,53,20,0,0,17,72,52
69594,193.108.40.195,193.20.180.152,1029,53,20,0,0,17,61,41
69600,161.33.166.30,201.56.77.195,58375,53,20,0,0,17,82,62
69601,88.188.172.197,201.196.236.249,37566,53,20,0,0,17,67,47
69603,198.53.192.92,193.20.182.96,19154,53,20,0,0,17,57,37
69621,222.151.83.46,193.20.182.96,60220,53,20,0,0,17,74,54
69622,47.241.199.120,193.20.182.96,5790,53,20,0,0,17,74,54
69625,201.196.236.249,88.188.172.197,53,37566,20,0,0,17,120,100
69637,46.8.213.68,193.20.180.152,32770,53,20,0,0,17,63,43
69638,52.160.113.12,193.20.182.96,53,53,20,0,0,17,118,98
69651,193.20.177.176,10.4.56.78,53,3056,20,0,0,17,224,204
69662,193.20.177.176,172.18.100.134,53,1077,20,0,0,17,535,515
69663,193.20.177.176,172.18.100.134,53,1077,20,0,0,17,221,201
69668,52.160.113.12,193.20.182.96,53,53,20,0,0,17,118,98
69669,193.20.177.176,172.18.100.134,53,1077,20,0,0,17,526,506
69689,49.14.88.179,201.196.236.249,30335,53,20,0,0,17,69,49
69694,202.166.51.210,145.120.188.51,8367,57195,20,0,0,17,1028,1008
69697,46.32.175.89,193.20.182.96,38380,53,20,0,0,17,84,64
69703,193.97.215.84,193.20.180.152,32855,53,20,0,0,17,63,43
69712,201.196.236.249,49.14.88.179,53,30335,20,0,0,17,119,99
69716,191.58.182.103,193.20.180.152,1066,53,20,0,0,17,57,37
69719,193.188.202.23,51.67.64.252,4672,4672,20,0,0,17,147,127
69724,46.228.219.251,193.188.202.84,1027,53,20,0,0,17,63,43
69729,149.198.202.146,201.122.93.128,52064,53,20,0,0,17,76,56
69730,182.56.101.174,213.107.61.90,1036,16478,20,0,0,17,64,44
69747,208.27.40.254,193.20.182.96,41042,53,20,0,0,17,67,47
69775,161.33.114.43,194.204.68.226,53600,53,20,0,0,17,81,61
69794,214.204.140.44,193.20.182.105,2431,53,20,0,0,17,84,64
69799,161.32.145.113,95.1.79.239,53,42594,20,0,0,17,226,206
69800,217.118.118.72,193.20.182.96,1062,53,20,0,0,17,63,43
69803,49.185.46.41,193.20.182.96,28990,53,20,0,0,17,72,52
69817,161.32.188.0,223.178.10.237,32781,53,20,0,0,17,69,49
69847,182.56.86.18,213.222.222.22,32778,53,20,0,0,17,72,52
69864,94.64.54.206,201.196.236.249,42887,53,20,0,0,17,62,42
69865,94.64.54.206,201.196.236.249,42887,53,20,0,0,17,62,42
69870,177.28.104.214,164.66.46.64,53,53,20,0,0,17,67,47
69873,214.148.218.168,193.20.182.96,1648,53,20,0,0,17,66,46
69875,201.58.192.7,48.2.179.203,53,32769,20,0,0,17,174,154
69911,201.85.88.161,193.20.182.105,32807,53,20,0,0,17,84,64
69915,46.32.175.89,193.20.182.96,38380,53,20,0,0,17,83,63
69918,201.196.236.249,94.64.54.206,53,42887,20,0,0,17,126,106
69920,193.20.177.176,192.168.12.46,53,1051,20,0,0,17,380,360
69929,193.20.177.176,192.168.12.46,53,1051,20,0,0,17,574,554
69930,193.20.177.176,192.168.12.46,53,1051,20,0,0,17,355,335
69937,193.20.177.176,192.168.12.46,53,1051,20,0,0,17,380,360
69938,201.58.192.7,48.2.179.203,53,32769,20,0,0,17,174,154
69942,201.196.236.249,94.64.54.206,53,42887,20,0,0,17,126,106
69943,164.66.46.64,177.28.104.214,53,53,20,0,0,17,265,245
69954,193.20.177.176,163.239.35.131,53,1113,20,0,0,17,520,500
69966,193.97.214.96,193.20.180.152,34421,53,20,0,0,17,66,46
69967,193.20.177.176,163.239.35.131,53,1113,20,0,0,17,518,498
69971,201.196.236.249,35.27.73.205,53,54325,20,0,0,17,144,124
69983,201.58.192.7,35.165.133.108,53,33800,20,0,0,17,161,141
69986,201.40.11.20,213.84.132.101,53,31534,20,0,0,17,222,202
69988,193.81.64.26,193.20.182.105,1024,53,20,0,0,17,85,65
70025,152.223.13.31,193.20.180.152,33093,53,20,0,0,17,77,57
70066,152.238.223.241,193.20.180.152,32795,53,20,0,0,17,55,35
70072,197.123.237.112,193.20.182.96,32769,53,20,0,0,17,56,36
70079,46.32.155.66,193.20.182.96,21715,53,20,0,0,17,74,54
70082,193.98.240.144,193.20.180.152,46218,53,20,0,0,17,63,43
70083,215.153.68.221,192.114.238.221,53638,53,20,0,0,17,80,60
70092,164.143.133.23,221.82.245.205,32776,53,20,0,0,17,71,51
70119,172.172.69.4,193.20.182.96,32769,53,20,0,0,17,83,63
70131,222.151.83.46,193.20.182.105,21258,53,20,0,0,17,72,52
70155,200.190.6.201,193.188.201.171,4232,53,20,0,0,17,77,57
70159,203.145.165.197,193.20.182.96,1465,53,20,0,0,17,72,52
70174,44.247.88.158,145.120.130.76,53,32794,20,0,0,17,139,119
70178,161.32.145.124,44.44.168.24,54873,53,20,0,0,17,77,57
70183,182.56.101.174,213.107.61.90,1036,16478,20,0,0,17,64,44
70201,164.66.234.207,44.33.28.220,61609,53,20,0,0,17,73,53
70218,192.217.181.186,193.20.182.96,53,53,20,0,0,17,83,63
70220,164.66.234.207,44.33.28.220,61609,53,20,0,0,17,73,53
70229,192.217.181.212,193.20.182.96,53,53,20,0,0,17,83,63
70234,193.2.16.215,164.66.46.64,45946,53,20,0,0,17,70,50
70241,164.66.234.207,44.33.28.220,61609,53,20,0,0,17,73,53
70251,152.238.223.240,193.20.180.152,32795,53,20,0,0,17,63,43
70260,164.66.46.64,193.2.16.215,53,45946,20,0,0,17,188,168
70271,161.33.138.250,216.52.39.130,3076,1169,20,0,0,17,1081,1061
70272,161.33.138.250,92.32.89.49,3076,3725,20,0,0,17,1081,1061
70274,161.33.138.250,216.49.147.29,3076,50357,20,0,0,17,1081,1061
70288,223.44.166.144,164.66.92.163,123,32919,20,0,0,17,76,56
70302,164.66.234.207,44.33.28.220,61609,53,20,0,0,17,73,53
70321,164.66.234.207,44.33.28.220,61609,53,20,0,0,17,73,53
70338,198.53.192.28,193.20.182.96,42639,53,20,0,0,17,72,52
70339,208.74.195.45,192.114.237.128,53,37044,20,0,0,17,210,190
70343,145.120.131.122,95.74.154.194,32785,53,20,0,0,17,78,58
70346,164.66.234.207,44.33.28.220,61609,53,20,0,0,17,73,53
70355,192.114.237.128,95.46.238.182,53,4484,20,0,0,17,178,158
70387,182.205.12.177,193.20.182.96,54120,53,20,0,0,17,76,56
70392,222.151.83.46,193.20.182.105,33844,53,20,0,0,17,72,52
70419,193.98.240.144,193.20.180.152,46218,53,20,0,0,17,63,43
70423,200.19.218.109,145.120.188.51,2121,2121,20,0,0,17,60,40
70439,192.155.189.70,192.114.234.11,364,53,20,0,0,17,70,50
70462,49.185.46.40,193.20.182.96,49245,53,20,0,0,17,72,52
70509,197.188.207.154,193.20.182.96,20185,53,20,0,0,17,58,38
70510,192.114.237.128,152.70.79.138,37044,53,20,0,0,17,79,59
70513,212.199.90.233,193.20.180.152,57370,53,20,0,0,17,72,52
70530,148.76.81.120,193.20.182.105,39133,53,20,0,0,17,73,53
70531,193.176.196.176,201.44.14.40,3451,53,20,0,0,17,54,34
70544,48.188.235.183,193.20.182.96,1036,53,20,0,0,17,63,43
70552,192.114.237.215,212.96.248.145,53,65424,20,0,0,17,106,86
70572,200.116.57.86,164.66.92.163,123,32919,20,0,0,17,76,56
70587,192.114.237.215,212.96.248.145,53,50408,20,0,0,17,130,110
70591,193.98.245.126,193.20.180.152,36599,53,20,0,0,17,63,43
70592,164.66.92.163,200.116.57.86,32919,123,20,0,0,17,76,56
70614,192.114.237.128,201.22.183.46,37044,53,20,0,0,17,65,45
70620,192.114.237.128,42.65.160.1,37044,53,20,0,0,17,79,59
70632,208.27.40.90,193.20.182.105,37766,53,20,0,0,17,72,52
70646,192.114.237.128,95.46.238.182,53,2400,20,0,0,17,145,125
70649,193.108.40.226,193.20.180.152,39905,53,20,0,0,17,62,42
70651,208.2.137.211,193.20.182.96,2491,53,20,0,0,17,73,53
70655,46.32.193.24,192.114.234.8,60378,53,20,0,0,17,79,59
70657,193.107.19.91,193.20.180.152,32768,53,20,0,0,17,75,55
70660,182.56.101.174,213.107.61.90,1036,16478,20,0,0,17,64,44
70662,35.8.160.44,201.196.236.249,57100,53,20,0,0,17,66,46
70663,192.114.234.8,46.32.193.24,53,60378,20,0,0,17,274,254
70674,201.196.236.249,193.238.0.18,53,51798,20,0,0,17,126,106
70686,35.47.107.7,193.20.182.96,46578,53,20,0,0,17,70,50
70687,193.108.40.195,193.20.180.152,1029,53,20,0,0,17,65,45
70692,203.90.124.81,193.20.182.96,53,53,20,0,0,17,72,52
70693,202.166.51.210,145.120.188.51,8367,57195,20,0,0,17,1028,1008
70706,201.196.236.249,196.5.12.154,53,53749,20,0,0,17,253,233
70721,201.196.236.249,196.5.12.154,53,53749,20,0,0,17,253,233
70730,193.97.215.82,193.20.180.152,32838,53,20,0,0,17,63,43
70744,201.196.236.249,196.5.12.154,53,53749,20,0,0,17,253,233
70745,161.32.164.8,201.100.42.50,60054,53,20,0,0,17,75,55
70748,161.32.164.8,201.100.42.50,60054,53,20,0,0,17,76,56
70779,193.20.177.176,192.168.0.230,53,1117,20,0,0,17,523,503
70797,193.188.201.176,43.11.107.39,32768,53,20,0,0,17,72,52
70841,198.53.192.25,193.20.182.105,41963,53,20,0,0,17,73,53
70842,202.194.38.246,193.20.182.96,1202,53,20,0,0,17,83,63
70863,69.93.44.100,193.20.182.96,31171,53,20,0,0,17,72,52
70870,46.148.100.242,192.114.234.19,53,65534,20,0,0,17,103,83
70897,46.0.112.200,193.20.182.96,53,53,20,0,0,17,84,64
70914,192.114.234.19,46.148.100.242,65534,53,20,0,0,17,73,53
70915,192.114.234.19,46.148.100.242,65534,53,20,0,0,17,73,53
70916,149.198.195.199,46.210.201.8,53,33701,20,0,0,17,246,226
70945,149.198.195.199,46.210.201.8,53,33701,20,0,0,17,267,247
70971,192.7.16.112,193.20.180.152,32823,53,20,0,0,17,74,54
70981,149.198.202.146,198.160.21.215,53,44777,20,0,0,17,254,234
70991,145.120.188.51,209.215.130.88,4121,4121,20,0,0,17,60,40
70993,47.173.117.54,192.114.237.203,6277,36160,20,8,0,17,100,80
71002,194.182.212.163,193.20.180.152,33788,53,20,0,0,17,59,39
71065,192.114.227.150,51.221.37.20,3901,12665,20,0,0,17,90,70
71075,215.4.52.9,193.20.182.105,1156,53,20,0,0,17,85,65
71082,149.198.202.146,43.5.222.112,52064,53,20,0,0,17,81,61
71084,46.181.145.211,193.20.182.105,10915,53,20,0,0,17,72,52
71094,172.172.69.4,193.20.182.96,32769,53,20,0,0,17,83,63
71095,152.238.90.38,193.20.180.152,32772,53,20,0,0,17,54,34
71097,152.238.90.38,193.20.180.152,32772,53,20,0,0,17,54,34
71099,152.238.90.38,193.20.180.152,32772,53,20,0,0,17,54,34
71100,152.238.90.38,193.20.180.152,32772,53,20,0,0,17,54,34
71120,145.120.188.58,209.215.130.94,4121,4121,20,0,0,17,60,40
71138,182.56.96.78,44.169.128.154,3690,49871,20,0,0,17,60,40
71166,182.56.96.78,44.169.128.154,3690,49871,20,0,0,17,108,88
71185,94.203.6.79,164.66.89.92,123,32872,20,0,0,17,76,56
71200,152.238.223.201,193.20.180.152,17477,53,20,0,0,17,65,45
71202,182.56.101.174,213.107.61.90,1036,16478,20,0,0,17,64,44
71214,164.66.89.92,94.203.6.79,32872,123,20,0,0,17,76,56
71254,161.32.145.113,95.1.79.239,53,42594,20,0,0,17,226,206
71255,92.96.6.208,193.20.180.152,32768,53,20,0,0,17,77,57
71265,193.20.177.176,10.4.56.78,53,3056,20,0,0,17,223,203
71266,182.56.96.78,44.169.128.154,3690,49871,20,0,0,17,1158,1138
71269,193.13.141.96,201.196.236.249,42375,53,20,0,0,17,70,50
71273,193.20.177.176,10.205.32.98,53,1050,20,0,0,17,568,548
71286,182.56.96.78,44.169.128.154,3690,49871,20,0,0,17,1158,1138
71288,44.213.107.35,193.20.182.105,32769,53,20,0,0,17,84,64
71291,201.196.236.249,193.13.141.96,53,42375,20,0,0,17,134,114
71296,182.56.96.78,44.169.128.154,3690,49871,20,0,0,17,1158,1138
71303,209.19.254.208,193.20.182.96,29574,53,20,0,0,17,73,53
71313,145.120.188.58,202.19.52.104,51490,48699,20,0,0,17,1488,1468
71315,145.120.188.58,202.19.52.104,51490,48699,20,0,0,17,1488,1468
71317,145.120.188.58,202.19.52.104,51490,48699,20,0,0,17,1488,1468
71318,145.120.188.58,202.19.52.104,51490,48699,20,0,0,17,1488,1468
71324,182.56.96.78,44.169.128.154,3690,49871,20,0,0,17,60,40
71326,182.56.96.78,44.169.128.154,3690,49871,20,0,0,17,1159,1139
